Fecha de Pago;Tipo de Operación;Número de Movimiento;Operación Relacionada;Importe
2025-12-02T09:48:29Z;Retención Impuesto a los IIBB de Santa Fe;2136644623503;135512655555;-300
2025-12-02T09:52:48Z;Cobro;2136769908678;136131059766;6300
2025-12-02T09:52:48Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136769908680;136131059766;-3.15
2025-12-02T09:52:48Z;Impuesto sobre los Créditos y Débitos en cobros;2136769908682;136131059766;-37.8
2025-12-02T09:52:48Z;Costo de Mercado Pago;2136769908684;136131059766;-61.11
2025-12-02T09:52:48Z;Retención Impuesto a los IIBB de Santa Fe;2136769908686;136131059766;-94.5
2025-12-02T09:57:46Z;Cobro;2136773412242;135514006255;4000
2025-12-02T09:57:46Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136773412244;135514006255;-2
2025-12-02T09:57:46Z;Impuesto sobre los Créditos y Débitos en cobros;2136773412246;135514006255;-24
2025-12-02T09:57:46Z;Costo de Mercado Pago;2136773412248;135514006255;-38.8
2025-12-02T09:57:46Z;Retención Impuesto a los IIBB de Santa Fe;2136773412250;135514006255;-60
2025-12-02T09:59:14Z;Cobro;2136774526512;135514083647;2000
2025-12-02T09:59:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136774526514;135514083647;-1
2025-12-02T09:59:14Z;Impuesto sobre los Créditos y Débitos en cobros;2136774526516;135514083647;-12
2025-12-02T09:59:14Z;Costo de Mercado Pago;2136774526518;135514083647;-19.4
2025-12-02T09:59:14Z;Retención Impuesto a los IIBB de Santa Fe;2136774526520;135514083647;-30
2025-12-02T10:06:49Z;Cobro;2136779930692;135514957935;5200
2025-12-02T10:06:49Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136779930694;135514957935;-2.6
2025-12-02T10:06:49Z;Impuesto sobre los Créditos y Débitos en cobros;2136779930696;135514957935;-31.2
2025-12-02T10:06:49Z;Costo de Mercado Pago;2136779930698;135514957935;-50.44
2025-12-02T10:06:49Z;Retención Impuesto a los IIBB de Santa Fe;2136779930700;135514957935;-78
2025-12-02T10:22:33Z;Cobro;2136791887694;135517070523;10000
2025-12-02T10:22:33Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136791887696;135517070523;-5
2025-12-02T10:22:33Z;Impuesto sobre los Créditos y Débitos en cobros;2136791887698;135517070523;-60
2025-12-02T10:22:33Z;Costo de Mercado Pago;2136791887700;135517070523;-97
2025-12-02T10:22:33Z;Retención Impuesto a los IIBB de Santa Fe;2136791887702;135517070523;-150
2025-12-02T10:30:37Z;Cobro;2136797807380;136135949954;20000
2025-12-02T10:30:37Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136797807382;136135949954;-10
2025-12-02T10:30:37Z;Impuesto sobre los Créditos y Débitos en cobros;2136797807384;136135949954;-120
2025-12-02T10:30:37Z;Costo de Mercado Pago;2136797807386;136135949954;-194
2025-12-02T10:30:37Z;Retención Impuesto a los IIBB de Santa Fe;2136797807388;136135949954;-300
2025-12-02T10:31:25Z;Cobro;2136798909802;136136078400;4400
2025-12-02T10:31:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136798909804;136136078400;-2.2
2025-12-02T10:31:25Z;Impuesto sobre los Créditos y Débitos en cobros;2136798909806;136136078400;-26.4
2025-12-02T10:31:25Z;Costo de Mercado Pago;2136798909808;136136078400;-42.68
2025-12-02T10:31:25Z;Retención Impuesto a los IIBB de Santa Fe;2136798909810;136136078400;-66
2025-12-02T10:34:49Z;Cobro;2136801649368;136136551420;5000
2025-12-02T10:34:49Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136801649370;136136551420;-2.5
2025-12-02T10:34:49Z;Impuesto sobre los Créditos y Débitos en cobros;2136801649372;136136551420;-30
2025-12-02T10:34:49Z;Costo de Mercado Pago;2136801649374;136136551420;-48.5
2025-12-02T10:34:49Z;Retención Impuesto a los IIBB de Santa Fe;2136801649376;136136551420;-75
2025-12-02T10:38:11Z;Cobro;2136681744247;135519170771;6900
2025-12-02T10:38:11Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136681744249;135519170771;-3.45
2025-12-02T10:38:11Z;Impuesto sobre los Créditos y Débitos en cobros;2136681744251;135519170771;-41.4
2025-12-02T10:38:11Z;Costo de Mercado Pago;2136681744253;135519170771;-66.93
2025-12-02T10:38:11Z;Retención Impuesto a los IIBB de Santa Fe;2136681744255;135519170771;-103.5
2025-12-02T10:40:02Z;Cobro;2136683225417;136137203842;30000
2025-12-02T10:40:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136683225419;136137203842;-15
2025-12-02T10:40:02Z;Impuesto sobre los Créditos y Débitos en cobros;2136683225421;136137203842;-180
2025-12-02T10:40:02Z;Costo de Mercado Pago;2136683225423;136137203842;-291
2025-12-02T10:40:02Z;Retención Impuesto a los IIBB de Santa Fe;2136683225425;136137203842;-450
2025-12-02T10:43:52Z;Cobro;2136685980403;136137885234;4999
2025-12-02T10:43:52Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136685980405;136137885234;-2.5
2025-12-02T10:43:52Z;Impuesto sobre los Créditos y Débitos en cobros;2136685980407;136137885234;-29.99
2025-12-02T10:43:52Z;Costo de Mercado Pago;2136685980409;136137885234;-48.49
2025-12-02T10:43:52Z;Retención Impuesto a los IIBB de Santa Fe;2136685980411;136137885234;-74.99
2025-12-02T10:44:13Z;Cobro;2136808830642;136138052580;4400
2025-12-02T10:44:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136808830644;136138052580;-2.2
2025-12-02T10:44:13Z;Impuesto sobre los Créditos y Débitos en cobros;2136808830646;136138052580;-26.4
2025-12-02T10:44:13Z;Costo de Mercado Pago;2136808830648;136138052580;-42.68
2025-12-02T10:44:13Z;Retención Impuesto a los IIBB de Santa Fe;2136808830650;136138052580;-66
2025-12-02T10:57:27Z;Cobro;2136696786597;135521670037;104499.96
2025-12-02T10:57:27Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136696786599;135521670037;-52.25
2025-12-02T10:57:27Z;Impuesto sobre los Créditos y Débitos en cobros;2136696786601;135521670037;-627
2025-12-02T10:57:27Z;Costo de Mercado Pago;2136696786603;135521670037;-1013.65
2025-12-02T10:57:27Z;Retención Impuesto a los IIBB de Santa Fe;2136696786605;135521670037;-1567.5
2025-12-02T11:04:20Z;Cobro;2136824562890;135522492991;20000
2025-12-02T11:04:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136824562892;135522492991;-10
2025-12-02T11:04:20Z;Impuesto sobre los Créditos y Débitos en cobros;2136824562894;135522492991;-120
2025-12-02T11:04:20Z;Costo de Mercado Pago;2136824562896;135522492991;-194
2025-12-02T11:04:20Z;Retención Impuesto a los IIBB de Santa Fe;2136824562898;135522492991;-300
2025-12-02T11:06:52Z;Cobro;2136704724035;135522815295;40001
2025-12-02T11:06:52Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136704724037;135522815295;-20
2025-12-02T11:06:52Z;Impuesto sobre los Créditos y Débitos en cobros;2136704724039;135522815295;-240.01
2025-12-02T11:06:52Z;Costo de Mercado Pago;2136704724041;135522815295;-388.01
2025-12-02T11:06:52Z;Retención Impuesto a los IIBB de Santa Fe;2136704724043;135522815295;-600.02
2025-12-02T11:11:24Z;Cobro;2136708316965;136141546982;49008
2025-12-02T11:11:24Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136708316967;136141546982;-24.5
2025-12-02T11:11:24Z;Impuesto sobre los Créditos y Débitos en cobros;2136708316969;136141546982;-294.05
2025-12-02T11:11:24Z;Costo de Mercado Pago;2136708316971;136141546982;-475.38
2025-12-02T11:11:24Z;Retención Impuesto a los IIBB de Santa Fe;2136708316973;136141546982;-735.12
2025-12-02T11:16:14Z;Cobro;2136834978048;136142153180;94006
2025-12-02T11:16:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136834978050;136142153180;-47
2025-12-02T11:16:14Z;Impuesto sobre los Créditos y Débitos en cobros;2136834978052;136142153180;-564.04
2025-12-02T11:16:14Z;Costo de Mercado Pago;2136834978054;136142153180;-911.86
2025-12-02T11:16:14Z;Retención Impuesto a los IIBB de Santa Fe;2136834978056;136142153180;-1410.09
2025-12-02T11:21:21Z;Cobro;2136839383522;135524902957;2500
2025-12-02T11:21:21Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136839383524;135524902957;-1.25
2025-12-02T11:21:21Z;Impuesto sobre los Créditos y Débitos en cobros;2136839383526;135524902957;-15
2025-12-02T11:21:21Z;Costo de Mercado Pago;2136839383528;135524902957;-24.25
2025-12-02T11:21:21Z;Retención Impuesto a los IIBB de Santa Fe;2136839383530;135524902957;-37.5
2025-12-02T11:22:43Z;Cobro;2136717820159;135525014509;40000
2025-12-02T11:22:43Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136717820161;135525014509;-20
2025-12-02T11:22:43Z;Impuesto sobre los Créditos y Débitos en cobros;2136717820163;135525014509;-240
2025-12-02T11:22:43Z;Costo de Mercado Pago;2136717820165;135525014509;-388
2025-12-02T11:22:43Z;Retención Impuesto a los IIBB de Santa Fe;2136717820167;135525014509;-600
2025-12-02T11:24:28Z;Cobro;2136719326429;135525271477;20000
2025-12-02T11:24:28Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136719326431;135525271477;-10
2025-12-02T11:24:28Z;Impuesto sobre los Créditos y Débitos en cobros;2136719326433;135525271477;-120
2025-12-02T11:24:28Z;Costo de Mercado Pago;2136719326435;135525271477;-194
2025-12-02T11:24:28Z;Retención Impuesto a los IIBB de Santa Fe;2136719326437;135525271477;-300
2025-12-02T11:26:16Z;Cobro;2136720652849;136143715764;15001
2025-12-02T11:26:16Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136720652851;136143715764;-7.5
2025-12-02T11:26:16Z;Impuesto sobre los Créditos y Débitos en cobros;2136720652853;136143715764;-90.01
2025-12-02T11:26:16Z;Costo de Mercado Pago;2136720652855;136143715764;-145.51
2025-12-02T11:26:16Z;Retención Impuesto a los IIBB de Santa Fe;2136720652857;136143715764;-225.02
2025-12-02T11:26:37Z;Cobro;2136843705802;135525468033;45000
2025-12-02T11:26:37Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136843705804;135525468033;-22.5
2025-12-02T11:26:37Z;Impuesto sobre los Créditos y Débitos en cobros;2136843705806;135525468033;-270
2025-12-02T11:26:37Z;Costo de Mercado Pago;2136843705808;135525468033;-436.5
2025-12-02T11:26:37Z;Retención Impuesto a los IIBB de Santa Fe;2136843705810;135525468033;-675
2025-12-02T11:28:54Z;Cobro;2136722868131;136143975816;4000
2025-12-02T11:28:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136722868133;136143975816;-2
2025-12-02T11:28:54Z;Impuesto sobre los Créditos y Débitos en cobros;2136722868135;136143975816;-24
2025-12-02T11:28:54Z;Costo de Mercado Pago;2136722868137;136143975816;-39.63
2025-12-02T11:28:54Z;Retención Impuesto a los IIBB de Santa Fe;2136722868139;136143975816;-60
2025-12-02T11:32:11Z;Cobro;2136848452942;135526265093;4714
2025-12-02T11:32:11Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136848452944;135526265093;-2.36
2025-12-02T11:32:11Z;Impuesto sobre los Créditos y Débitos en cobros;2136848452946;135526265093;-28.28
2025-12-02T11:32:11Z;Costo de Mercado Pago;2136848452948;135526265093;-45.73
2025-12-02T11:32:11Z;Retención Impuesto a los IIBB de Santa Fe;2136848452950;135526265093;-70.71
2025-12-02T11:33:33Z;Cobro;2136726893327;136144469246;30000
2025-12-02T11:33:33Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136726893329;136144469246;-15
2025-12-02T11:33:33Z;Impuesto sobre los Créditos y Débitos en cobros;2136726893331;136144469246;-180
2025-12-02T11:33:33Z;Costo de Mercado Pago;2136726893333;136144469246;-291
2025-12-02T11:33:33Z;Retención Impuesto a los IIBB de Santa Fe;2136726893335;136144469246;-450
2025-12-02T11:39:59Z;Cobro;2136854955758;136145302760;50000
2025-12-02T11:39:59Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136854955760;136145302760;-25
2025-12-02T11:39:59Z;Impuesto sobre los Créditos y Débitos en cobros;2136854955762;136145302760;-300
2025-12-02T11:39:59Z;Costo de Mercado Pago;2136854955764;136145302760;-485
2025-12-02T11:39:59Z;Retención Impuesto a los IIBB de Santa Fe;2136854955766;136145302760;-750
2025-12-02T11:53:11Z;Cobro;2136745258039;136147277156;20000
2025-12-02T11:53:11Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136745258041;136147277156;-10
2025-12-02T11:53:11Z;Impuesto sobre los Créditos y Débitos en cobros;2136745258043;136147277156;-120
2025-12-02T11:53:11Z;Costo de Mercado Pago;2136745258045;136147277156;-194
2025-12-02T11:53:11Z;Retención Impuesto a los IIBB de Santa Fe;2136745258047;136147277156;-300
2025-12-02T11:54:42Z;Cobro;2136869597192;136147404808;9900
2025-12-02T11:54:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136869597194;136147404808;-4.95
2025-12-02T11:54:42Z;Impuesto sobre los Créditos y Débitos en cobros;2136869597196;136147404808;-59.4
2025-12-02T11:54:42Z;Costo de Mercado Pago;2136869597198;136147404808;-96.03
2025-12-02T11:54:42Z;Retención Impuesto a los IIBB de Santa Fe;2136869597200;136147404808;-148.5
2025-12-02T11:56:42Z;Cobro;2136871026112;136147660840;10000
2025-12-02T11:56:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136871026114;136147660840;-5
2025-12-02T11:56:42Z;Impuesto sobre los Créditos y Débitos en cobros;2136871026116;136147660840;-60
2025-12-02T11:56:42Z;Costo de Mercado Pago;2136871026118;136147660840;-97
2025-12-02T11:56:42Z;Retención Impuesto a los IIBB de Santa Fe;2136871026120;136147660840;-150
2025-12-02T11:57:55Z;Cobro;2136746707389;136147896352;10000
2025-12-02T11:57:55Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136746707391;136147896352;-5
2025-12-02T11:57:55Z;Impuesto sobre los Créditos y Débitos en cobros;2136746707393;136147896352;-60
2025-12-02T11:57:55Z;Costo de Mercado Pago;2136746707395;136147896352;-97
2025-12-02T11:57:55Z;Retención Impuesto a los IIBB de Santa Fe;2136746707397;136147896352;-150
2025-12-02T12:08:27Z;Cobro;2136881687660;136149253824;76011
2025-12-02T12:08:27Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136881687662;136149253824;-38.01
2025-12-02T12:08:27Z;Impuesto sobre los Créditos y Débitos en cobros;2136881687664;136149253824;-456.07
2025-12-02T12:08:27Z;Costo de Mercado Pago;2136881687666;136149253824;-737.31
2025-12-02T12:08:27Z;Retención Impuesto a los IIBB de Santa Fe;2136881687668;136149253824;-1140.17
2025-12-02T12:26:05Z;Cobro;2136775328563;135533861753;21200
2025-12-02T12:26:05Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136775328565;135533861753;-10.6
2025-12-02T12:26:05Z;Impuesto sobre los Créditos y Débitos en cobros;2136775328567;135533861753;-127.2
2025-12-02T12:26:05Z;Costo de Mercado Pago;2136775328569;135533861753;-205.64
2025-12-02T12:26:05Z;Retención Impuesto a los IIBB de Santa Fe;2136775328571;135533861753;-318
2025-12-02T12:37:45Z;Cobro;2136908552088;135535550979;15000
2025-12-02T12:37:45Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136908552090;135535550979;-7.5
2025-12-02T12:37:45Z;Impuesto sobre los Créditos y Débitos en cobros;2136908552092;135535550979;-90
2025-12-02T12:37:45Z;Costo de Mercado Pago;2136908552094;135535550979;-145.5
2025-12-02T12:37:45Z;Retención Impuesto a los IIBB de Santa Fe;2136908552096;135535550979;-225
2025-12-02T12:44:26Z;Cobro;2136791526915;136154635722;4074
2025-12-02T12:44:26Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136791526917;136154635722;-2.04
2025-12-02T12:44:26Z;Impuesto sobre los Créditos y Débitos en cobros;2136791526919;136154635722;-24.44
2025-12-02T12:44:26Z;Costo de Mercado Pago;2136791526921;136154635722;-39.52
2025-12-02T12:44:26Z;Retención Impuesto a los IIBB de Santa Fe;2136791526923;136154635722;-61.11
2025-12-02T12:57:13Z;Cobro;2136926028410;136156281314;15001
2025-12-02T12:57:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136926028412;136156281314;-7.5
2025-12-02T12:57:13Z;Impuesto sobre los Créditos y Débitos en cobros;2136926028414;136156281314;-90.01
2025-12-02T12:57:13Z;Costo de Mercado Pago;2136926028416;136156281314;-145.51
2025-12-02T12:57:13Z;Retención Impuesto a los IIBB de Santa Fe;2136926028418;136156281314;-225.02
2025-12-02T13:03:14Z;Cobro;2136807293433;136157327502;4400
2025-12-02T13:03:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136807293435;136157327502;-2.2
2025-12-02T13:03:14Z;Impuesto sobre los Créditos y Débitos en cobros;2136807293437;136157327502;-26.4
2025-12-02T13:03:14Z;Costo de Mercado Pago;2136807293439;136157327502;-42.68
2025-12-02T13:03:14Z;Retención Impuesto a los IIBB de Santa Fe;2136807293441;136157327502;-66
2025-12-02T13:09:08Z;Cobro;2136813502355;135539850533;20000
2025-12-02T13:09:08Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136813502357;135539850533;-10
2025-12-02T13:09:08Z;Impuesto sobre los Créditos y Débitos en cobros;2136813502359;135539850533;-120
2025-12-02T13:09:08Z;Costo de Mercado Pago;2136813502361;135539850533;-194
2025-12-02T13:09:08Z;Retención Impuesto a los IIBB de Santa Fe;2136813502363;135539850533;-300
2025-12-02T13:19:30Z;Cobro;2136822054085;136159369732;5000
2025-12-02T13:19:30Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136822054087;136159369732;-2.5
2025-12-02T13:19:30Z;Impuesto sobre los Créditos y Débitos en cobros;2136822054089;136159369732;-30
2025-12-02T13:19:30Z;Costo de Mercado Pago;2136822054091;136159369732;-48.5
2025-12-02T13:19:30Z;Retención Impuesto a los IIBB de Santa Fe;2136822054093;136159369732;-75
2025-12-02T13:21:38Z;Retiro de dinero;2136946863014;135539971707;-5398584
2025-12-02T13:25:14Z;Cobro;2136949686030;135542142701;83528
2025-12-02T13:25:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136949686032;135542142701;-41.76
2025-12-02T13:25:14Z;Impuesto sobre los Créditos y Débitos en cobros;2136949686034;135542142701;-501.17
2025-12-02T13:25:14Z;Retención Impuesto a los IIBB de Santa Fe;2136949686036;135542142701;-1252.92
2025-12-02T13:25:14Z;Costo de Mercado Pago;2136949686038;135542142701;-1552.74
2025-12-02T13:40:13Z;Cobro;2136839198581;136162188734;140999
2025-12-02T13:40:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136839198583;136162188734;-70.5
2025-12-02T13:40:13Z;Impuesto sobre los Créditos y Débitos en cobros;2136839198585;136162188734;-845.99
2025-12-02T13:40:13Z;Costo de Mercado Pago;2136839198587;136162188734;-1367.69
2025-12-02T13:40:13Z;Retención Impuesto a los IIBB de Santa Fe;2136839198589;136162188734;-2114.99
2025-12-02T13:42:09Z;Retiro de dinero;2136840568367;136162390192;-100000
2025-12-02T13:59:30Z;Cobro;2136853641043;136164453086;2770
2025-12-02T13:59:30Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136853641045;136164453086;-1.39
2025-12-02T13:59:30Z;Impuesto sobre los Créditos y Débitos en cobros;2136853641047;136164453086;-16.62
2025-12-02T13:59:30Z;Costo de Mercado Pago;2136853641049;136164453086;-26.87
2025-12-02T13:59:30Z;Retención Impuesto a los IIBB de Santa Fe;2136853641051;136164453086;-41.55
2025-12-02T14:00:41Z;Cobro;2136854597043;135546452349;10000
2025-12-02T14:00:41Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136854597045;135546452349;-5
2025-12-02T14:00:41Z;Impuesto sobre los Créditos y Débitos en cobros;2136854597047;135546452349;-60
2025-12-02T14:00:41Z;Costo de Mercado Pago;2136854597049;135546452349;-97
2025-12-02T14:00:41Z;Retención Impuesto a los IIBB de Santa Fe;2136854597051;135546452349;-150
2025-12-02T14:10:04Z;Cobro;2136984483968;135547506589;10000
2025-12-02T14:10:04Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136984483970;135547506589;-5
2025-12-02T14:10:04Z;Impuesto sobre los Créditos y Débitos en cobros;2136984483972;135547506589;-60
2025-12-02T14:10:04Z;Costo de Mercado Pago;2136984483974;135547506589;-97
2025-12-02T14:10:04Z;Retención Impuesto a los IIBB de Santa Fe;2136984483976;135547506589;-150
2025-12-02T14:22:30Z;Cobro;2136869140261;135549071537;3000
2025-12-02T14:22:30Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136869140263;135549071537;-1.5
