Fecha de Pago;Tipo de Operación;Número de Movimiento;Operación Relacionada;Importe
2025-12-01T22:11:14Z;Impuesto sobre los Créditos y Débitos en cobros;2136268268279;136083810160;-24
2025-12-01T22:11:14Z;Costo de Mercado Pago;2136268268281;136083810160;-38.8
2025-12-01T22:11:14Z;Retención Impuesto a los IIBB de Santa Fe;2136268268283;136083810160;-60
2025-12-01T22:45:56Z;Cobro;2136416904894;136087066526;29100
2025-12-01T22:45:56Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136416904896;136087066526;-14.55
2025-12-01T22:45:56Z;Impuesto sobre los Créditos y Débitos en cobros;2136416904898;136087066526;-174.6
2025-12-01T22:45:56Z;Costo de Mercado Pago;2136416904900;136087066526;-282.27
2025-12-01T22:45:56Z;Retención Impuesto a los IIBB de Santa Fe;2136416904902;136087066526;-436.5
2025-12-01T22:51:57Z;Cobro;2136420953932;136087411650;25000
2025-12-01T22:51:57Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136420953934;136087411650;-12.5
2025-12-01T22:51:57Z;Impuesto sobre los Créditos y Débitos en cobros;2136420953936;136087411650;-150
2025-12-01T22:51:57Z;Costo de Mercado Pago;2136420953938;136087411650;-242.5
2025-12-01T22:51:57Z;Retención Impuesto a los IIBB de Santa Fe;2136420953940;136087411650;-375
2025-12-01T22:54:47Z;Cobro;2136423106638;136087765780;10000
2025-12-01T22:54:47Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136423106640;136087765780;-5
2025-12-01T22:54:47Z;Impuesto sobre los Créditos y Débitos en cobros;2136423106642;136087765780;-60
2025-12-01T22:54:47Z;Costo de Mercado Pago;2136423106644;136087765780;-97
2025-12-01T22:54:47Z;Retención Impuesto a los IIBB de Santa Fe;2136423106646;136087765780;-150
2025-12-01T23:35:38Z;Cobro;2136450469604;135474317125;10000
2025-12-01T23:35:38Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136450469606;135474317125;-5
2025-12-01T23:35:38Z;Impuesto sobre los Créditos y Débitos en cobros;2136450469608;135474317125;-60
2025-12-01T23:35:38Z;Costo de Mercado Pago;2136450469610;135474317125;-97
2025-12-01T23:35:38Z;Retención Impuesto a los IIBB de Santa Fe;2136450469612;135474317125;-150
2025-12-02T00:48:35Z;Cobro;2136368658955;135478867447;30000
2025-12-02T00:48:35Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136368658957;135478867447;-15
2025-12-02T00:48:35Z;Impuesto sobre los Créditos y Débitos en cobros;2136368658959;135478867447;-180
2025-12-02T00:48:35Z;Costo de Mercado Pago;2136368658961;135478867447;-291
2025-12-02T00:48:35Z;Retención Impuesto a los IIBB de Santa Fe;2136368658963;135478867447;-450
2025-12-02T00:58:41Z;Cobro;2136374239417;136096129644;804
2025-12-02T00:58:41Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136374239419;136096129644;-0.4
2025-12-02T00:58:41Z;Impuesto sobre los Créditos y Débitos en cobros;2136374239421;136096129644;-4.82
2025-12-02T00:58:41Z;Costo de Mercado Pago;2136374239423;136096129644;-7.8
2025-12-02T01:29:21Z;Cobro;2136390359695;136098010882;5000
2025-12-02T01:29:21Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136390359697;136098010882;-2.5
2025-12-02T01:29:21Z;Impuesto sobre los Créditos y Débitos en cobros;2136390359699;136098010882;-30
2025-12-02T01:29:21Z;Costo de Mercado Pago;2136390359701;136098010882;-48.5
2025-12-02T01:29:21Z;Retención Impuesto a los IIBB de Santa Fe;2136390359703;136098010882;-75
2025-12-02T03:16:15Z;Cobro;2136443721973;136102503508;5000
2025-12-02T03:16:15Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136443721975;136102503508;-2.5
2025-12-02T03:16:15Z;Impuesto sobre los Créditos y Débitos en cobros;2136443721977;136102503508;-30
2025-12-02T03:16:15Z;Costo de Mercado Pago;2136443721979;136102503508;-48.5
2025-12-02T03:16:15Z;Retención Impuesto a los IIBB de Santa Fe;2136443721981;136102503508;-75
2025-12-02T03:27:43Z;Cobro;2136570199272;136103164210;3202
2025-12-02T03:27:43Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136570199274;136103164210;-1.6
2025-12-02T03:27:43Z;Impuesto sobre los Créditos y Débitos en cobros;2136570199276;136103164210;-19.21
2025-12-02T03:27:43Z;Costo de Mercado Pago;2136570199278;136103164210;-31.06
2025-12-02T03:27:43Z;Retención Impuesto a los IIBB de Santa Fe;2136570199280;136103164210;-48.03
2025-12-02T04:41:00Z;Cobro;2136485231471;135489940677;4501
2025-12-02T04:41:00Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136485231473;135489940677;-2.25
2025-12-02T04:41:00Z;Impuesto sobre los Créditos y Débitos en cobros;2136485231475;135489940677;-27.01
2025-12-02T04:41:00Z;Costo de Mercado Pago;2136485231477;135489940677;-43.66
2025-12-02T04:41:00Z;Retención Impuesto a los IIBB de Santa Fe;2136485231479;135489940677;-67.52
2025-12-02T04:52:12Z;Cobro;2136612996076;135490494321;14300
2025-12-02T04:52:12Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136612996078;135490494321;-7.15
2025-12-02T04:52:12Z;Impuesto sobre los Créditos y Débitos en cobros;2136612996080;135490494321;-85.8
2025-12-02T04:52:12Z;Costo de Mercado Pago;2136612996082;135490494321;-138.71
2025-12-02T04:52:12Z;Retención Impuesto a los IIBB de Santa Fe;2136612996084;135490494321;-214.5
2025-12-02T06:38:42Z;Cobro;2136666582278;135495937611;40000
2025-12-02T06:38:42Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136666582280;135495937611;-20
2025-12-02T06:38:42Z;Impuesto sobre los Créditos y Débitos en cobros;2136666582282;135495937611;-240
2025-12-02T06:38:42Z;Costo de Mercado Pago;2136666582284;135495937611;-388
2025-12-02T06:38:42Z;Retención Impuesto a los IIBB de Santa Fe;2136666582286;135495937611;-600
2025-12-02T06:41:19Z;Cobro;2136668172084;136113494598;2100
2025-12-02T06:41:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136668172086;136113494598;-1.05
2025-12-02T06:41:19Z;Impuesto sobre los Créditos y Débitos en cobros;2136668172088;136113494598;-12.6
2025-12-02T06:41:19Z;Costo de Mercado Pago;2136668172090;136113494598;-20.37
2025-12-02T06:41:19Z;Retención Impuesto a los IIBB de Santa Fe;2136668172092;136113494598;-31.5
2025-12-02T06:44:20Z;Cobro;2136669416768;136113567460;8000
2025-12-02T06:44:20Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136669416770;136113567460;-4
2025-12-02T06:44:20Z;Impuesto sobre los Créditos y Débitos en cobros;2136669416772;136113567460;-48
2025-12-02T06:44:20Z;Costo de Mercado Pago;2136669416774;136113567460;-77.6
2025-12-02T06:44:20Z;Retención Impuesto a los IIBB de Santa Fe;2136669416776;136113567460;-120
2025-12-02T06:49:32Z;Cobro;2136672203732;135496529763;4190
2025-12-02T06:49:32Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136672203734;135496529763;-2.1
2025-12-02T06:49:32Z;Impuesto sobre los Créditos y Débitos en cobros;2136672203736;135496529763;-25.14
2025-12-02T06:49:32Z;Costo de Mercado Pago;2136672203738;135496529763;-40.64
2025-12-02T06:49:32Z;Retención Impuesto a los IIBB de Santa Fe;2136672203740;135496529763;-62.85
2025-12-02T06:51:32Z;Cobro;2136550811647;136111107374;3000
2025-12-02T06:51:32Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136550811649;136111107374;-1.5
2025-12-02T06:51:32Z;Impuesto sobre los Créditos y Débitos en cobros;2136550811651;136111107374;-18
2025-12-02T06:51:32Z;Costo de Mercado Pago;2136550811653;136111107374;-29.1
2025-12-02T06:51:32Z;Retención Impuesto a los IIBB de Santa Fe;2136550811655;136111107374;-45
2025-12-02T06:52:23Z;Cobro;2136673290434;135496661915;4400
2025-12-02T06:52:23Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136673290436;135496661915;-2.2
2025-12-02T06:52:23Z;Impuesto sobre los Créditos y Débitos en cobros;2136673290438;135496661915;-26.4
2025-12-02T06:52:23Z;Costo de Mercado Pago;2136673290440;135496661915;-42.68
2025-12-02T06:52:23Z;Retención Impuesto a los IIBB de Santa Fe;2136673290442;135496661915;-66
2025-12-02T06:58:18Z;Cobro;2136554278003;136114520296;4700
2025-12-02T06:58:18Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136554278005;136114520296;-2.35
2025-12-02T06:58:18Z;Impuesto sobre los Créditos y Débitos en cobros;2136554278007;136114520296;-28.2
2025-12-02T06:58:18Z;Costo de Mercado Pago;2136554278009;136114520296;-45.59
2025-12-02T06:58:18Z;Retención Impuesto a los IIBB de Santa Fe;2136554278011;136114520296;-70.5
2025-12-02T07:03:41Z;Cobro;2136678865678;135497648193;6600
2025-12-02T07:03:41Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136678865680;135497648193;-3.3
2025-12-02T07:03:41Z;Impuesto sobre los Créditos y Débitos en cobros;2136678865682;135497648193;-39.6
2025-12-02T07:03:41Z;Costo de Mercado Pago;2136678865684;135497648193;-64.02
2025-12-02T07:03:41Z;Retención Impuesto a los IIBB de Santa Fe;2136678865686;135497648193;-99
2025-12-02T07:16:09Z;Cobro;2136684923756;136115653164;24000
2025-12-02T07:16:09Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136684923758;136115653164;-12
2025-12-02T07:16:09Z;Impuesto sobre los Créditos y Débitos en cobros;2136684923760;136115653164;-144
2025-12-02T07:16:09Z;Costo de Mercado Pago;2136684923762;136115653164;-232.8
2025-12-02T07:16:09Z;Retención Impuesto a los IIBB de Santa Fe;2136684923764;136115653164;-360
2025-12-02T07:16:24Z;Cobro;2136685213872;136115730298;5000
2025-12-02T07:16:24Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136685213874;136115730298;-2.5
2025-12-02T07:16:24Z;Impuesto sobre los Créditos y Débitos en cobros;2136685213876;136115730298;-30
2025-12-02T07:16:24Z;Costo de Mercado Pago;2136685213878;136115730298;-48.5
2025-12-02T07:16:24Z;Retención Impuesto a los IIBB de Santa Fe;2136685213880;136115730298;-75
2025-12-02T07:21:49Z;Cobro;2136687648154;136115953612;4999
2025-12-02T07:21:49Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136687648156;136115953612;-2.5
2025-12-02T07:21:49Z;Impuesto sobre los Créditos y Débitos en cobros;2136687648158;136115953612;-29.99
2025-12-02T07:21:49Z;Costo de Mercado Pago;2136687648160;136115953612;-48.49
2025-12-02T07:21:49Z;Retención Impuesto a los IIBB de Santa Fe;2136687648162;136115953612;-74.99
2025-12-02T07:23:39Z;Cobro;2136688687548;136116083426;20000
2025-12-02T07:23:39Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136688687550;136116083426;-10
2025-12-02T07:23:39Z;Impuesto sobre los Créditos y Débitos en cobros;2136688687552;136116083426;-120
2025-12-02T07:23:39Z;Costo de Mercado Pago;2136688687554;136116083426;-194
2025-12-02T07:23:39Z;Retención Impuesto a los IIBB de Santa Fe;2136688687556;136116083426;-300
2025-12-02T07:26:15Z;Cobro;2136568170805;135499431377;4400
2025-12-02T07:26:15Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136568170807;135499431377;-2.2
2025-12-02T07:26:15Z;Impuesto sobre los Créditos y Débitos en cobros;2136568170809;135499431377;-26.4
2025-12-02T07:26:15Z;Costo de Mercado Pago;2136568170811;135499431377;-42.68
2025-12-02T07:26:15Z;Retención Impuesto a los IIBB de Santa Fe;2136568170813;135499431377;-66
2025-12-02T07:27:02Z;Cobro;2136568533537;135499441827;85004
2025-12-02T07:27:02Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136568533539;135499441827;-42.5
2025-12-02T07:27:02Z;Impuesto sobre los Créditos y Débitos en cobros;2136568533541;135499441827;-510.02
2025-12-02T07:27:02Z;Costo de Mercado Pago;2136568533543;135499441827;-824.54
2025-12-02T07:27:02Z;Retención Impuesto a los IIBB de Santa Fe;2136568533545;135499441827;-1275.06
2025-12-02T07:28:03Z;Cobro;2136568733101;135499638159;8800
2025-12-02T07:28:03Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136568733103;135499638159;-4.4
2025-12-02T07:28:03Z;Impuesto sobre los Créditos y Débitos en cobros;2136568733105;135499638159;-52.8
2025-12-02T07:28:03Z;Costo de Mercado Pago;2136568733107;135499638159;-85.36
2025-12-02T07:28:03Z;Retención Impuesto a los IIBB de Santa Fe;2136568733109;135499638159;-132
2025-12-02T07:33:53Z;Cobro;2136570726885;136117001468;11100
2025-12-02T07:33:53Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136570726887;136117001468;-5.55
2025-12-02T07:33:53Z;Impuesto sobre los Créditos y Débitos en cobros;2136570726889;136117001468;-66.6
2025-12-02T07:33:53Z;Costo de Mercado Pago;2136570726891;136117001468;-107.67
2025-12-02T07:33:53Z;Retención Impuesto a los IIBB de Santa Fe;2136570726893;136117001468;-166.5
2025-12-02T07:34:34Z;Cobro;2136571437687;135499973333;3300
2025-12-02T07:34:34Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136571437689;135499973333;-1.65
2025-12-02T07:34:34Z;Impuesto sobre los Créditos y Débitos en cobros;2136571437691;135499973333;-19.8
2025-12-02T07:34:34Z;Costo de Mercado Pago;2136571437693;135499973333;-32.01
2025-12-02T07:34:34Z;Retención Impuesto a los IIBB de Santa Fe;2136571437695;135499973333;-49.5
2025-12-02T07:36:19Z;Cobro;2136572097405;135500157283;6500
2025-12-02T07:36:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136572097407;135500157283;-3.25
2025-12-02T07:36:19Z;Impuesto sobre los Créditos y Débitos en cobros;2136572097409;135500157283;-39
2025-12-02T07:36:19Z;Costo de Mercado Pago;2136572097411;135500157283;-64.4
2025-12-02T07:36:19Z;Retención Impuesto a los IIBB de Santa Fe;2136572097413;135500157283;-97.5
2025-12-02T07:36:49Z;Cobro;2136694202222;136117226686;104025
2025-12-02T07:36:49Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136694202224;136117226686;-52.01
2025-12-02T07:36:49Z;Impuesto sobre los Créditos y Débitos en cobros;2136694202226;136117226686;-624.15
2025-12-02T07:36:49Z;Costo de Mercado Pago;2136694202228;136117226686;-1009.04
2025-12-02T07:36:49Z;Retención Impuesto a los IIBB de Santa Fe;2136694202230;136117226686;-1560.38
2025-12-02T07:41:01Z;Cobro;2136695920376;136117551558;20000
2025-12-02T07:41:01Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136695920378;136117551558;-10
2025-12-02T07:41:01Z;Impuesto sobre los Créditos y Débitos en cobros;2136695920380;136117551558;-120
2025-12-02T07:41:01Z;Costo de Mercado Pago;2136695920382;136117551558;-194
2025-12-02T07:41:01Z;Retención Impuesto a los IIBB de Santa Fe;2136695920384;136117551558;-300
2025-12-02T07:42:10Z;Cobro;2136574487489;136117683116;20000
2025-12-02T07:42:10Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136574487491;136117683116;-10
2025-12-02T07:42:10Z;Impuesto sobre los Créditos y Débitos en cobros;2136574487493;136117683116;-120
2025-12-02T07:42:10Z;Costo de Mercado Pago;2136574487495;136117683116;-194
2025-12-02T07:42:10Z;Retención Impuesto a los IIBB de Santa Fe;2136574487497;136117683116;-300
2025-12-02T07:44:03Z;Cobro;2136696877056;136117799814;19395
2025-12-02T07:44:03Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136696877058;136117799814;-9.7
2025-12-02T07:44:03Z;Impuesto sobre los Créditos y Débitos en cobros;2136696877060;136117799814;-116.37
2025-12-02T07:44:03Z;Costo de Mercado Pago;2136696877062;136117799814;-188.13
2025-12-02T07:44:03Z;Retención Impuesto a los IIBB de Santa Fe;2136696877064;136117799814;-290.93
2025-12-02T07:47:23Z;Cobro;2136576749477;136118164282;2400
2025-12-02T07:47:23Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136576749479;136118164282;-1.2
2025-12-02T07:47:23Z;Impuesto sobre los Créditos y Débitos en cobros;2136576749481;136118164282;-14.4
2025-12-02T07:47:23Z;Costo de Mercado Pago;2136576749483;136118164282;-23.28
2025-12-02T07:47:23Z;Retención Impuesto a los IIBB de Santa Fe;2136576749485;136118164282;-36
2025-12-02T07:47:36Z;Cobro;2136576413173;136118071816;5817
2025-12-02T07:47:36Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136576413175;136118071816;-2.91
2025-12-02T07:47:36Z;Impuesto sobre los Créditos y Débitos en cobros;2136576413177;136118071816;-34.9
2025-12-02T07:47:36Z;Costo de Mercado Pago;2136576413179;136118071816;-57.63
2025-12-02T07:47:36Z;Retención Impuesto a los IIBB de Santa Fe;2136576413181;136118071816;-87.26
2025-12-02T07:50:13Z;Cobro;2136699448640;135501103925;7500
2025-12-02T07:50:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136699448642;135501103925;-3.75
2025-12-02T07:50:13Z;Impuesto sobre los Créditos y Débitos en cobros;2136699448644;135501103925;-45
2025-12-02T07:50:13Z;Costo de Mercado Pago;2136699448646;135501103925;-72.75
2025-12-02T07:50:13Z;Retención Impuesto a los IIBB de Santa Fe;2136699448648;135501103925;-112.5
2025-12-02T08:03:19Z;Cobro;2136583444477;135502216551;4807
2025-12-02T08:03:19Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136583444479;135502216551;-2.4
2025-12-02T08:03:19Z;Impuesto sobre los Créditos y Débitos en cobros;2136583444481;135502216551;-28.84
2025-12-02T08:03:19Z;Costo de Mercado Pago;2136583444483;135502216551;-46.63
2025-12-02T08:03:19Z;Retención Impuesto a los IIBB de Santa Fe;2136583444485;135502216551;-72.11
2025-12-02T08:12:52Z;Cobro;2136709929086;136120514050;9600
2025-12-02T08:12:52Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136709929088;136120514050;-4.8
2025-12-02T08:12:52Z;Impuesto sobre los Créditos y Débitos en cobros;2136709929090;136120514050;-57.6
2025-12-02T08:12:52Z;Costo de Mercado Pago;2136709929092;136120514050;-93.12
2025-12-02T08:12:52Z;Retención Impuesto a los IIBB de Santa Fe;2136709929094;136120514050;-144
2025-12-02T08:18:33Z;Cobro;2136712402024;135503380545;3435
2025-12-02T08:18:33Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136712402026;135503380545;-1.72
2025-12-02T08:18:33Z;Impuesto sobre los Créditos y Débitos en cobros;2136712402028;135503380545;-20.61
2025-12-02T08:18:33Z;Costo de Mercado Pago;2136712402030;135503380545;-33.32
2025-12-02T08:18:33Z;Retención Impuesto a los IIBB de Santa Fe;2136712402032;135503380545;-51.53
2025-12-02T08:21:04Z;Cobro;2136713599096;136121246286;8500
2025-12-02T08:21:04Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136713599098;136121246286;-4.25
2025-12-02T08:21:04Z;Impuesto sobre los Créditos y Débitos en cobros;2136713599100;136121246286;-51
2025-12-02T08:21:04Z;Costo de Mercado Pago;2136713599102;136121246286;-82.45
2025-12-02T08:21:04Z;Retención Impuesto a los IIBB de Santa Fe;2136713599104;136121246286;-127.5
2025-12-02T08:21:35Z;Cobro;2136592083169;135503487377;50000
2025-12-02T08:21:35Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136592083171;135503487377;-25
2025-12-02T08:21:35Z;Impuesto sobre los Créditos y Débitos en cobros;2136592083173;135503487377;-300
2025-12-02T08:21:35Z;Costo de Mercado Pago;2136592083175;135503487377;-485
2025-12-02T08:21:35Z;Retención Impuesto a los IIBB de Santa Fe;2136592083177;135503487377;-750
2025-12-02T08:24:14Z;Cobro;2136715444198;136121235714;4400
2025-12-02T08:24:14Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136715444200;136121235714;-2.2
2025-12-02T08:24:14Z;Impuesto sobre los Créditos y Débitos en cobros;2136715444202;136121235714;-26.4
2025-12-02T08:24:14Z;Costo de Mercado Pago;2136715444204;136121235714;-42.68
2025-12-02T08:24:14Z;Retención Impuesto a los IIBB de Santa Fe;2136715444206;136121235714;-66
2025-12-02T08:29:08Z;Cobro;2136717685844;136121746718;5000
2025-12-02T08:29:08Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136717685846;136121746718;-2.5
2025-12-02T08:29:08Z;Impuesto sobre los Créditos y Débitos en cobros;2136717685848;136121746718;-30
2025-12-02T08:29:08Z;Costo de Mercado Pago;2136717685850;136121746718;-48.5
2025-12-02T08:29:08Z;Retención Impuesto a los IIBB de Santa Fe;2136717685852;136121746718;-75
2025-12-02T08:32:13Z;Cobro;2136719155344;136121818098;20000
2025-12-02T08:32:13Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136719155346;136121818098;-10
2025-12-02T08:32:13Z;Impuesto sobre los Créditos y Débitos en cobros;2136719155348;136121818098;-120
2025-12-02T08:32:13Z;Costo de Mercado Pago;2136719155350;136121818098;-194
2025-12-02T08:32:13Z;Retención Impuesto a los IIBB de Santa Fe;2136719155352;136121818098;-300
2025-12-02T08:41:25Z;Cobro;2136724219954;135505251847;40000
2025-12-02T08:41:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136724219956;135505251847;-20
2025-12-02T08:41:25Z;Impuesto sobre los Créditos y Débitos en cobros;2136724219958;135505251847;-240
2025-12-02T08:41:25Z;Costo de Mercado Pago;2136724219960;135505251847;-388
2025-12-02T08:41:25Z;Retención Impuesto a los IIBB de Santa Fe;2136724219962;135505251847;-600
2025-12-02T08:42:54Z;Cobro;2136724891172;135505505323;30000
2025-12-02T08:42:54Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136724891174;135505505323;-15
2025-12-02T08:42:54Z;Impuesto sobre los Créditos y Débitos en cobros;2136724891176;135505505323;-180
2025-12-02T08:42:54Z;Costo de Mercado Pago;2136724891178;135505505323;-291
2025-12-02T08:42:54Z;Retención Impuesto a los IIBB de Santa Fe;2136724891180;135505505323;-450
2025-12-02T09:09:28Z;Cobro;2136740334898;136125809232;2100
2025-12-02T09:09:28Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136740334900;136125809232;-1.05
2025-12-02T09:09:28Z;Impuesto sobre los Créditos y Débitos en cobros;2136740334902;136125809232;-12.6
2025-12-02T09:09:28Z;Costo de Mercado Pago;2136740334904;136125809232;-20.37
2025-12-02T09:09:28Z;Retención Impuesto a los IIBB de Santa Fe;2136740334906;136125809232;-31.5
2025-12-02T09:12:32Z;Cobro;2136742616496;136126027364;5000
2025-12-02T09:12:32Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136742616498;136126027364;-2.5
2025-12-02T09:12:32Z;Impuesto sobre los Créditos y Débitos en cobros;2136742616500;136126027364;-30
2025-12-02T09:12:32Z;Costo de Mercado Pago;2136742616502;136126027364;-48.5
2025-12-02T09:12:32Z;Retención Impuesto a los IIBB de Santa Fe;2136742616504;136126027364;-75
2025-12-02T09:13:15Z;Cobro;2136620725065;135508688273;65995
2025-12-02T09:13:15Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136620725067;135508688273;-33
2025-12-02T09:13:15Z;Impuesto sobre los Créditos y Débitos en cobros;2136620725069;135508688273;-395.97
2025-12-02T09:13:15Z;Costo de Mercado Pago;2136620725071;135508688273;-640.15
2025-12-02T09:13:15Z;Retención Impuesto a los IIBB de Santa Fe;2136620725073;135508688273;-989.93
2025-12-02T09:16:57Z;Cobro;2136745166166;135509007191;50000
2025-12-02T09:16:57Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136745166168;135509007191;-25
2025-12-02T09:16:57Z;Impuesto sobre los Créditos y Débitos en cobros;2136745166170;135509007191;-300
2025-12-02T09:16:57Z;Costo de Mercado Pago;2136745166172;135509007191;-485
2025-12-02T09:16:57Z;Retención Impuesto a los IIBB de Santa Fe;2136745166174;135509007191;-750
2025-12-02T09:31:11Z;Cobro;2136754548148;136128269682;50001
2025-12-02T09:31:11Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136754548150;136128269682;-25
2025-12-02T09:31:11Z;Impuesto sobre los Créditos y Débitos en cobros;2136754548152;136128269682;-300.01
2025-12-02T09:31:11Z;Costo de Mercado Pago;2136754548154;136128269682;-485.01
2025-12-02T09:31:11Z;Retención Impuesto a los IIBB de Santa Fe;2136754548156;136128269682;-750.02
2025-12-02T09:34:41Z;Cobro;2136756860420;135511132737;2998
2025-12-02T09:34:41Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136756860422;135511132737;-1.5
2025-12-02T09:34:41Z;Impuesto sobre los Créditos y Débitos en cobros;2136756860424;135511132737;-17.99
2025-12-02T09:34:41Z;Costo de Mercado Pago;2136756860426;135511132737;-29.08
2025-12-02T09:34:41Z;Retención Impuesto a los IIBB de Santa Fe;2136756860428;135511132737;-44.97
2025-12-02T09:38:25Z;Cobro;2136637552017;136129224980;10000
2025-12-02T09:38:25Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136637552019;136129224980;-5
2025-12-02T09:38:25Z;Impuesto sobre los Créditos y Débitos en cobros;2136637552021;136129224980;-60
2025-12-02T09:38:25Z;Costo de Mercado Pago;2136637552023;136129224980;-97
2025-12-02T09:38:25Z;Retención Impuesto a los IIBB de Santa Fe;2136637552025;136129224980;-150
2025-12-02T09:40:47Z;Cobro;2136761342402;135511839463;10000
2025-12-02T09:40:47Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136761342404;135511839463;-5
2025-12-02T09:40:47Z;Impuesto sobre los Créditos y Débitos en cobros;2136761342406;135511839463;-60
2025-12-02T09:40:47Z;Costo de Mercado Pago;2136761342408;135511839463;-97
2025-12-02T09:40:47Z;Retención Impuesto a los IIBB de Santa Fe;2136761342410;135511839463;-150
2025-12-02T09:42:47Z;Cobro;2136762487678;135512123021;30000
2025-12-02T09:42:47Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136762487680;135512123021;-15
2025-12-02T09:42:47Z;Impuesto sobre los Créditos y Débitos en cobros;2136762487682;135512123021;-180
2025-12-02T09:42:47Z;Costo de Mercado Pago;2136762487684;135512123021;-291
2025-12-02T09:42:47Z;Retención Impuesto a los IIBB de Santa Fe;2136762487686;135512123021;-450
2025-12-02T09:45:10Z;Cobro;2136764123662;135512422223;50000
2025-12-02T09:45:10Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136764123664;135512422223;-25
2025-12-02T09:45:10Z;Impuesto sobre los Créditos y Débitos en cobros;2136764123666;135512422223;-300
2025-12-02T09:45:10Z;Costo de Mercado Pago;2136764123668;135512422223;-485
2025-12-02T09:45:10Z;Retención Impuesto a los IIBB de Santa Fe;2136764123670;135512422223;-750
2025-12-02T09:46:28Z;Cobro;2136643228683;136130224474;48004
2025-12-02T09:46:28Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136643228685;136130224474;-24
2025-12-02T09:46:28Z;Impuesto sobre los Créditos y Débitos en cobros;2136643228687;136130224474;-288.02
2025-12-02T09:46:28Z;Costo de Mercado Pago;2136643228689;136130224474;-465.64
2025-12-02T09:46:28Z;Retención Impuesto a los IIBB de Santa Fe;2136643228691;136130224474;-720.06
2025-12-02T09:48:29Z;Cobro;2136644623495;135512655555;20000
2025-12-02T09:48:29Z;Retención Impuesto Ingresos Brutos Régimen SIRTAC;2136644623497;135512655555;-10
2025-12-02T09:48:29Z;Impuesto sobre los Créditos y Débitos en cobros;2136644623499;135512655555;-120
2025-12-02T09:48:29Z;Costo de Mercado Pago;2136644623501;135512655555;-194
